,0
2989,6
2990,6
2991,8
2992,2
2993,9
2994,6
2995,5
2996,4
2997,3
2998,9
2999,8
3000,4
3001,9
3002,4
3003,2
3004,4
3005,9
3006,4
3007,5
3008,4
3009,9
3010,6
3011,5
3012,6
3013,4
3014,2
3015,4
3016,4
3017,8
3018,9
3019,5
3020,4
3021,0
3022,2
3023,0
3024,6
3025,5
3026,6
3027,2
3028,4
3029,8
3030,6
3031,5
3032,10
3033,2
3034,4
3035,0
3036,4
3037,8
3038,4
3039,2
3040,7
3041,0
3042,2
3043,4
3044,2
3045,5
3046,9
3047,5
3048,5
3049,8
3050,4
3051,0
3052,2
3053,9
3054,4
3055,4
3056,5
3057,4
3058,5
3059,4
3060,2
3061,8
3062,4
3063,9
3064,7
3065,2
3066,4
3067,6
3068,8
3069,2
3070,8
3071,6
3072,3
3073,8
3074,2
3075,7
3076,9
3077,7
3078,8
3079,4
3080,9
3081,9
3082,6
3083,2
3084,7
3085,0
3086,6
3087,6
3088,2
3089,4
3090,4
3091,4
3092,6
3093,9
3094,8
3095,3
3096,2
3097,9
3098,4
3099,6
3100,8
3101,0
3102,4
3103,6
3104,9
3105,6
3106,6
3107,6
3108,9
3109,4
3110,2
3111,8
3112,7
3113,5
3114,7
3115,9
3116,4
3117,4
3118,4
3119,4
3120,8
3121,0
3122,4
3123,7
3124,8
3125,6
3126,9
3127,5
3128,5
3129,4
3130,6
3131,9
3132,4
3133,7
3134,6
3135,9
3136,6
3137,7
3138,6
3139,0
3140,9
3141,9
3142,9
3143,2
3144,9
3145,7
3146,2
3147,6
3148,9
3149,4
3150,7
3151,4
3152,0
3153,5
3154,7
3155,0
3156,2
3157,9
3158,4
3159,9
3160,9
3161,9
3162,9
3163,5
3164,9
3165,2
3166,4
3167,0
3168,6
3169,4
3170,8
3171,9
3172,9
3173,2
3174,0
3175,9
3176,9
3177,5
3178,9
3179,3
3180,9
3181,5
3182,9
3183,0
3184,4
3185,9
3186,4
3187,4
3188,5
3189,10
3190,2
3191,6
3192,2
3193,4
3194,2
3195,2
3196,5
3197,4
3198,4
3199,4
3200,10
3201,9
3202,8
3203,3
3204,9
3205,2
3206,10
3207,6
3208,4
3209,4
3210,9
3211,6
3212,2
3213,0
3214,6
3215,4
3216,4
3217,0
3218,0
3219,9
3220,0
3221,4
3222,6
3223,4
3224,4
3225,0
3226,4
3227,1
3228,6
3229,6
3230,9
3231,9
3232,5
3233,6
3234,9
3235,4
3236,9
3237,4
3238,5
3239,4
3240,8
3241,8
3242,4
3243,4
3244,7
3245,8
3246,9
3247,4
3248,2
3249,6
3250,9
3251,3
3252,2
3253,4
3254,4
3255,9
3256,2
3257,4
3258,2
3259,0
3260,10
3261,6
3262,4
3263,3
3264,4
3265,0
3266,7
3267,4
3268,0
3269,8
3270,4
3271,8
3272,5
3273,8
3274,4
3275,4
3276,6
3277,6
3278,2
3279,6
3280,3
3281,4
3282,2
3283,0
3284,4
3285,9
3286,9
3287,3
3288,4
3289,4
3290,4
3291,4
3292,9
3293,4
3294,5
3295,3
3296,7
3297,2
3298,9
3299,4
3300,4
3301,4
3302,6
3303,8
3304,2
3305,8
3306,4
3307,4
3308,6
3309,8
3310,9
3311,4
3312,4
3313,8
3314,3
3315,7
3316,6
3317,1
3318,0
3319,9
3320,9
3321,4
3322,9
3323,4
3324,2
3325,9
3326,6
3327,2
3328,4
3329,4
3330,4
3331,4
3332,0
3333,4
3334,4
3335,4
3336,2
3337,8
3338,9
3339,4
3340,9
3341,2
3342,8
3343,4
3344,5
3345,9
3346,9
3347,8
3348,8
3349,3
3350,4
3351,4
3352,9
3353,5
3354,8
3355,6
3356,9
3357,6
3358,0
3359,3
3360,6
3361,2
3362,4
3363,4
3364,9
3365,4
3366,9
3367,9
3368,3
3369,3
3370,9
3371,4
3372,2
3373,0
3374,4
3375,1
3376,9
3377,1
3378,9
3379,4
3380,4
3381,4
3382,7
3383,4
3384,4
3385,6
3386,9
3387,5
3388,8
3389,3
3390,6
3391,2
3392,6
3393,3
3394,4
3395,0
3396,4
3397,8
3398,4
3399,6
3400,2
3401,0
3402,9
3403,4
3404,6
3405,5
3406,2
3407,6
3408,4
3409,10
3410,6
3411,4
3412,8
3413,7
3414,9
3415,8
3416,3
3417,7
3418,6
3419,6
3420,4
3421,8
3422,2
3423,2
3424,9
3425,8
3426,6
3427,3
3428,0
3429,4
3430,7
3431,4
3432,8
3433,9
3434,9
3435,9
3436,9
3437,2
3438,3
3439,3
3440,8
3441,6
3442,4
3443,2
3444,6
3445,5
3446,8
3447,9
3448,3
3449,4
3450,8
3451,2
3452,4
3453,8
3454,4
3455,10
3456,5
3457,4
3458,6
3459,0
3460,3
3461,5
3462,4
3463,2
3464,0
3465,4
3466,2
3467,8
3468,4
3469,0
3470,6
3471,9
3472,8
3473,9
3474,6
3475,4
3476,4
3477,6
3478,4
3479,0
3480,5
3481,9
3482,6
3483,6
3484,4
3485,4
3486,0
3487,8
3488,9
3489,2
3490,4
3491,9
3492,4
3493,9
3494,4
3495,2
3496,4
3497,1
3498,7
3499,5
3500,6
3501,6
3502,7
3503,2
3504,6
3505,5
3506,2
3507,6
3508,9
3509,8
3510,5
3511,8
3512,9
3513,9
3514,0
3515,4
3516,6
3517,4
3518,9
3519,8
3520,8
3521,2
3522,0
3523,0
3524,6
3525,4
3526,7
3527,8
3528,4
3529,4
3530,10
3531,9
3532,9
3533,4
3534,6
3535,4
3536,6
3537,9
3538,0
3539,8
3540,0
3541,9
3542,4
3543,4
3544,6
3545,6
3546,8
3547,9
3548,9
3549,2
3550,4
3551,2
3552,7
3553,4
3554,2
3555,6
3556,4
3557,9
3558,2
3559,4
3560,8
3561,0
3562,4
3563,7
3564,9
3565,4
3566,6
3567,2
3568,9
3569,0
3570,2
3571,4
3572,10
3573,4
3574,9
3575,9
3576,1
3577,5
3578,6
3579,2
3580,9
3581,8
3582,8
3583,6
3584,4
3585,5
3586,6
3587,8
3588,4
3589,10
3590,6
3591,2
3592,4
3593,9
3594,7
3595,9
3596,6
3597,6
3598,8
3599,4
3600,4
3601,2
3602,4
3603,4
3604,7
3605,5
3606,6
3607,9
3608,1
3609,1
3610,4
3611,6
3612,9
3613,7
3614,4
3615,3
3616,1
3617,0
3618,8
3619,0
3620,5
3621,2
3622,9
3623,4
3624,5
3625,5
3626,4
3627,5
3628,8
3629,7
3630,2
3631,2
3632,4
3633,4
3634,8
3635,4
3636,4
3637,8
3638,4
3639,9
3640,5
3641,9
3642,0
3643,2
3644,9
3645,2
3646,2
3647,2
3648,7
3649,0
3650,9
3651,4
3652,9
3653,2
3654,8
3655,4
3656,4
3657,9
3658,4
3659,2
3660,7
3661,8
3662,8
3663,9
3664,7
3665,8
3666,4
3667,4
3668,4
3669,4
3670,10
3671,0
3672,9
3673,9
3674,9
3675,4
3676,6
3677,6
3678,8
3679,7
3680,5
3681,3
3682,4
3683,7
3684,3
3685,4
3686,6
3687,4
3688,4
3689,6
3690,7
3691,4
3692,2
3693,9
3694,7
3695,8
3696,5
3697,0
3698,4
3699,8
3700,4
3701,7
3702,9
3703,6
3704,9
3705,10
3706,4
3707,8
3708,5
3709,8
3710,2
3711,6
3712,4
3713,6
3714,9
3715,9
3716,4
3717,1
3718,7
3719,9
3720,3
3721,6
3722,8
3723,6
3724,5
3725,0
3726,6
3727,0
3728,4
3729,2
3730,4
3731,4
3732,8
3733,4
3734,2
3735,3
3736,7
3737,4
3738,4
3739,4
3740,6
3741,2
3742,4
3743,3
3744,7
3745,4
3746,2
3747,2
3748,8
3749,2
3750,4
3751,0
3752,6
3753,2
3754,2
3755,3
3756,4
3757,4
3758,2
3759,9
3760,9
3761,4
3762,5
3763,4
3764,2
3765,2
3766,2
3767,0
3768,5
3769,6
3770,9
3771,4
3772,8
3773,6
3774,9
3775,9
3776,9
3777,7
3778,4
3779,4
3780,9
3781,2
3782,6
3783,6
3784,4
3785,8
3786,4
3787,3
3788,10
3789,8
3790,8
3791,4
3792,4
3793,6
3794,4
3795,6
3796,0
3797,5
3798,4
3799,4
3800,9
3801,9
3802,4
3803,2
3804,7
3805,9
3806,4
3807,7
3808,4
3809,4
3810,6
3811,9
3812,6
3813,6
3814,7
3815,2
3816,6
3817,5
3818,6
3819,4
3820,6
3821,9
3822,4
3823,9
3824,3
3825,3
3826,5
3827,5
3828,5
3829,4
3830,4
3831,9
3832,2
3833,6
3834,9
3835,9
3836,6
3837,4
3838,4
3839,2
3840,4
3841,10
3842,7
3843,9
3844,4
3845,4
3846,4
3847,2
3848,4
3849,9
3850,9
3851,7
3852,9
3853,4
3854,0
3855,5
3856,9
3857,9
3858,4
3859,8
3860,2
3861,6
3862,2
3863,9
3864,8
3865,4
3866,6
3867,9
3868,8
3869,4
3870,2
3871,8
3872,8
3873,5
3874,0
3875,5
3876,3
3877,2
3878,9
3879,6
3880,5
3881,6
3882,0
3883,0
3884,4
3885,6
3886,5
3887,4
3888,4
3889,6
3890,5
3891,9
3892,4
3893,2
3894,9
3895,6
3896,4
3897,4
3898,2
3899,9
3900,9
3901,10
3902,4
3903,9
3904,4
3905,9
3906,0
3907,10
3908,6
3909,9
3910,6
3911,5
3912,9
3913,8
3914,4
3915,6
3916,6
3917,9
3918,6
3919,9
3920,2
3921,7
3922,9
3923,5
3924,4
3925,9
3926,4
3927,4
3928,9
3929,5
3930,2
3931,4
3932,9
3933,9
3934,2
3935,9
3936,9
3937,7
3938,7
3939,8
3940,9
3941,4
3942,2
3943,4
3944,6
3945,3
3946,3
3947,6
3948,2
3949,9
3950,6
3951,8
3952,9
3953,7
3954,6
3955,5
3956,4
3957,4
3958,9
3959,5
3960,9
3961,7
3962,4
3963,2
3964,3
3965,0
3966,9
3967,8
3968,7
3969,2
3970,8
3971,8
3972,8
3973,6
3974,5
3975,4
3976,5
3977,4
3978,4
3979,9
3980,4
3981,5
3982,4
3983,10
3984,9
3985,8
3986,2
3987,9
3988,6
3989,4
3990,0
3991,4
3992,9
3993,4
3994,4
3995,6
3996,9
3997,8
3998,9
3999,5
4000,8
4001,5
4002,6
4003,9
4004,8
4005,9
4006,2
4007,3
4008,0
4009,8
4010,4
4011,2
4012,5
4013,5
4014,6
4015,8
4016,4
4017,5
4018,4
4019,5
4020,6
4021,4
4022,4
4023,8
4024,7
4025,2
4026,4
4027,2
4028,4
4029,6
4030,6
4031,9
4032,6
4033,9
4034,9
4035,0
4036,2
4037,5
4038,9
4039,4
4040,8
4041,6
4042,4
4043,6
4044,8
4045,5
4046,2
4047,4
4048,0
4049,9
4050,4
4051,6
4052,9
4053,9
4054,4
4055,8
4056,8
4057,3
4058,8
4059,0
4060,9
4061,9
4062,2
4063,0
4064,4
4065,5
4066,4
4067,4
4068,0
4069,9
4070,4
4071,6
4072,4
4073,4
4074,5
4075,6
4076,4
4077,9
4078,5
4079,10
4080,0
4081,6
4082,4
4083,4
4084,6
4085,4
4086,9
4087,6
4088,5
4089,9
4090,2
4091,0
4092,9
4093,9
4094,9
4095,5
4096,7
4097,0
4098,3
4099,6
4100,9
4101,6
4102,6
4103,4
4104,4
4105,4
4106,2
4107,4
4108,2
4109,2
4110,4
4111,5
4112,10
4113,5
4114,9
4115,4
4116,6
4117,4
4118,6
4119,4
4120,3
4121,6
4122,4
4123,2
4124,9
4125,5
4126,4
4127,9
4128,4
4129,2
4130,6
4131,7
4132,1
4133,3
4134,2
4135,5
4136,6
4137,4
4138,6
4139,4
4140,9
4141,6
4142,6
4143,9
4144,9
4145,6
4146,4
4147,8
4148,0
4149,4
4150,8
4151,9
4152,8
4153,6
4154,4
4155,2
4156,5
4157,4
4158,7
4159,3
4160,4
4161,2
4162,9
4163,5
4164,5
4165,9
4166,0
4167,2
4168,5
4169,4
4170,1
4171,2
4172,4
4173,4
4174,9
4175,7
4176,2
4177,4
4178,4
4179,6
4180,8
4181,0
4182,9
4183,8
4184,4
4185,9
4186,8
4187,6
4188,0
4189,5
4190,6
4191,8
4192,2
4193,4
4194,3
4195,8
4196,4
4197,4
4198,6
4199,9
4200,6
4201,7
4202,2
4203,1
4204,4
4205,4
4206,8
4207,6
4208,4
4209,6
4210,0
4211,6
4212,9
4213,4
4214,9
4215,4
4216,9
4217,4
4218,9
4219,2
4220,4
4221,3
4222,4
4223,8
4224,4
4225,9
4226,6
4227,7
4228,5
4229,8
4230,7
4231,0
4232,5
4233,2
4234,4
4235,4
4236,4
4237,9
4238,2
4239,8
4240,8
4241,6
4242,6
4243,3
4244,9
4245,8
4246,9
4247,6
4248,5
4249,9
4250,7
4251,8
4252,0
4253,4
4254,9
4255,4
4256,2
4257,8
4258,7
4259,8
4260,6
4261,7
4262,9
4263,4
4264,2
4265,4
4266,5
4267,9
4268,9
4269,8
4270,10
4271,4
4272,5
4273,8
4274,6
4275,9
4276,4
4277,4
4278,4
4279,7
4280,8
4281,9
4282,0
4283,4
4284,6
4285,2
4286,7
4287,6
4288,2
4289,4
4290,6
4291,6
4292,0
4293,4
4294,5
4295,4
4296,5
4297,4
4298,4
4299,10
4300,4
4301,2
4302,10
4303,9
4304,4
4305,2
4306,4
4307,4
4308,0
4309,7
4310,6
4311,4
4312,4
4313,0
4314,5
4315,9
4316,0
4317,7
4318,9
4319,8
4320,5
4321,9
4322,4
4323,9
4324,6
4325,4
4326,4
4327,0
4328,10
4329,3
4330,0
4331,2
4332,9
4333,5
4334,8
4335,6
4336,4
4337,2
4338,7
4339,9
4340,9
4341,4
4342,6
4343,9
4344,8
4345,4
4346,9
4347,6
4348,7
4349,4
4350,9
4351,2
4352,8
4353,4
4354,7
4355,4
4356,9
4357,1
4358,4
4359,10
4360,10
4361,4
4362,9
4363,8
4364,8
4365,4
4366,8
4367,8
4368,4
4369,9
4370,10
4371,4
4372,8
4373,2
4374,7
4375,3
4376,0
4377,9
4378,9
4379,8
4380,4
4381,9
4382,0
4383,4
4384,2
4385,8
4386,4
4387,8
4388,1
4389,6
4390,2
4391,6
4392,6
4393,9
4394,9
4395,2
4396,7
4397,4
4398,4
4399,7
4400,8
4401,0
4402,4
4403,5
4404,8
4405,2
4406,9
4407,2
4408,3
4409,5
4410,10
4411,4
4412,10
4413,9
4414,0
4415,4
4416,8
4417,5
4418,2
4419,4
4420,2
4421,8
4422,4
4423,3
4424,3
4425,7
4426,9
4427,6
4428,8
4429,4
4430,2
4431,9
4432,4
4433,9
4434,4
4435,4
4436,4
4437,8
4438,4
4439,3
4440,6
4441,8
4442,3
4443,0
4444,9
4445,2
4446,9
4447,2
4448,2
4449,6
4450,4
4451,5
4452,6
4453,9
4454,9
4455,2
4456,4
4457,7
4458,6
4459,0
4460,4
4461,2
4462,4
4463,9
4464,8
4465,9
4466,5
4467,2
4468,8
4469,4
4470,7
4471,5
4472,3
4473,7
4474,9
4475,0
4476,7
4477,0
4478,6
4479,2
4480,4
4481,10
4482,5
4483,4
4484,6
4485,7
4486,9
4487,7
4488,4
4489,4
4490,2
4491,4
4492,0
4493,0
4494,3
4495,4
4496,0
4497,8
4498,6
4499,5
4500,4
4501,4
4502,0
4503,9
4504,8
4505,7
4506,4
4507,8
4508,5
4509,9
4510,8
4511,7
4512,8
4513,8
4514,4
4515,2
4516,3
4517,9
4518,4
4519,4
4520,10
4521,8
4522,8
4523,4
4524,2
4525,5
4526,9
4527,4
4528,4
4529,10
4530,4
4531,4
4532,3
4533,9
4534,2
4535,4
4536,7
4537,4
4538,0
4539,4
4540,5
4541,4
4542,9
4543,3
4544,2
4545,0
4546,4
4547,4
4548,4
4549,4
4550,0
4551,5
4552,2
4553,6
4554,5
4555,4
4556,2
4557,9
4558,4
4559,4
4560,4
4561,6
4562,4
4563,9
4564,2
4565,4
4566,5
4567,0
4568,9
4569,9
4570,5
4571,7
4572,1
4573,6
4574,0
4575,10
4576,4
4577,5
4578,2
4579,6
4580,4
4581,3
4582,0
4583,6
4584,5
4585,4
4586,4
4587,4
4588,9
4589,9
4590,5
4591,6
4592,5
4593,5
4594,6
4595,4
4596,3
4597,8
4598,9
4599,7
4600,2
4601,8
4602,9
4603,7
4604,2
4605,6
4606,4
4607,9
4608,5
4609,9
4610,0
4611,5
4612,9
4613,2
4614,8
4615,4
4616,6
4617,3
4618,4
4619,2
4620,4
4621,4
4622,2
4623,2
4624,4
4625,6
4626,4
4627,9
4628,4
4629,2
4630,6
4631,4
4632,2
4633,3
4634,10
4635,3
4636,4
4637,4
4638,8
4639,4
4640,10
4641,4
4642,4
4643,9
4644,2
4645,6
4646,7
4647,9
4648,3
4649,0
4650,8
4651,0
4652,4
4653,2
4654,7
4655,2
4656,9
4657,4
4658,4
4659,2
4660,4
4661,6
4662,4
4663,5
4664,4
4665,9
4666,9
4667,2
4668,6
4669,6
4670,2
4671,0
4672,3
4673,4
4674,5
4675,2
4676,2
4677,4
4678,6
4679,9
4680,0
4681,9
4682,2
4683,4
4684,2
4685,2
4686,9
4687,8
4688,4
4689,3
4690,8
4691,9
4692,2
4693,9
4694,4
4695,8
4696,4
4697,9
4698,5
4699,0
4700,2
4701,4
4702,4
4703,6
4704,6
4705,4
4706,9
4707,7
4708,6
4709,5
4710,6
4711,0
4712,7
4713,6
4714,4
4715,5
4716,6
4717,0
4718,4
4719,6
4720,9
4721,8
4722,4
4723,9
4724,8
4725,8
4726,0
4727,5
4728,7
4729,4
4730,4
4731,5
4732,10
4733,0
4734,5
4735,10
4736,8
4737,6
4738,7
4739,0
4740,4
4741,9
4742,6
4743,4
4744,4
4745,9
4746,8
4747,0
4748,6
4749,8
4750,8
4751,4
4752,0
4753,5
4754,0
4755,8
4756,5
4757,9
4758,0
4759,3
4760,4
4761,8
4762,2
4763,4
4764,6
4765,4
4766,2
4767,9
4768,9
4769,10
4770,2
4771,6
4772,4
4773,9
4774,9
4775,9
4776,8
4777,0
4778,9
4779,7
4780,7
4781,10
4782,5
4783,4
4784,1
4785,9
4786,4
4787,4
4788,0
4789,8
4790,4
4791,4
4792,4
4793,2
4794,4
4795,8
4796,6
4797,4
4798,1
4799,5
4800,9
4801,5
4802,7
4803,2
4804,4
4805,5
4806,2
4807,4
4808,9
4809,7
4810,2
4811,2
4812,8
4813,6
4814,3
4815,2
4816,5
4817,2
4818,9
4819,4
4820,0
4821,8
4822,2
4823,1
4824,9
4825,9
4826,6
4827,4
4828,2
4829,9
4830,6
4831,6
4832,4
4833,4
4834,9
4835,4
4836,9
4837,3
4838,9
4839,7
4840,9
4841,2
4842,9
4843,9
4844,6
4845,6
4846,5
4847,5
4848,4
4849,2
4850,6
4851,9
4852,8
4853,2
4854,6
4855,9
4856,2
4857,5
4858,2
4859,5
4860,6
4861,1
4862,9
4863,5
4864,4
4865,9
4866,4
4867,8
4868,3
4869,6
4870,2
4871,4
4872,4
4873,2
4874,6
4875,8
4876,7
4877,9
4878,8
4879,2
4880,9
4881,0
4882,2
4883,7
4884,2
4885,7
4886,2
4887,2
4888,4
4889,5
4890,5
4891,4
4892,6
4893,3
4894,4
4895,0
4896,2
4897,6
4898,0
4899,6
4900,3
4901,9
4902,2
4903,8
4904,5
4905,0
4906,4
4907,3
4908,9
4909,0
4910,4
4911,10
4912,7
4913,5
4914,9
4915,4
4916,0
4917,7
4918,4
4919,2
4920,6
4921,2
4922,4
4923,6
4924,4
4925,0
4926,4
4927,9
4928,9
4929,4
4930,4
4931,10
4932,9
4933,4
4934,2
4935,8
4936,8
4937,9
4938,5
4939,5
4940,8
4941,9
4942,5
4943,4
4944,5
4945,9
4946,0
4947,1
4948,8
4949,9
4950,6
4951,9
4952,6
4953,5
4954,6
4955,4
4956,0
4957,9
4958,0
4959,5
4960,9
4961,8
4962,0
4963,4
4964,4
4965,2
4966,3
4967,4
4968,6
4969,2
4970,10
4971,5
4972,6
4973,9
4974,4
4975,9
4976,8
4977,0
4978,4
4979,5
4980,2
4981,2
4982,4
4983,9
4984,0
4985,5
4986,10
4987,9
4988,8
4989,10
4990,6
4991,4
4992,8
4993,4
4994,4
4995,8
4996,4
4997,2
4998,6
4999,7
5000,9
5001,9
5002,2
5003,4
5004,6
5005,4
5006,9
5007,9
5008,6
5009,0
5010,6
5011,10
5012,9
5013,9
5014,0
5015,6
5016,4
5017,9
5018,0
5019,8
5020,4
5021,9
5022,5
5023,6
5024,4
5025,4
5026,9
5027,5
5028,2
5029,4
5030,4
5031,2
5032,3
5033,2
5034,6
5035,5
5036,5
5037,4
5038,6
5039,5
5040,4
5041,0
5042,4
5043,6
5044,0
5045,2
5046,5
5047,8
5048,4
5049,7
5050,6
5051,4
5052,6
5053,4
5054,4
5055,4
5056,5
5057,0
5058,7
5059,10
5060,6
5061,0
5062,4
5063,4
5064,0
5065,9
5066,6
5067,9
5068,4
5069,8
5070,9
5071,4
5072,0
5073,6
5074,4
5075,9
5076,4
5077,9
5078,7
5079,10
5080,4
5081,4
5082,2
5083,6
5084,2
5085,5
5086,9
5087,0
5088,6
5089,4
5090,4
5091,8
5092,8
5093,3
5094,2
5095,6
5096,9
5097,4
5098,4
5099,3
5100,8
5101,9
5102,6
5103,0
5104,0
5105,4
5106,8
5107,9
5108,8
5109,2
5110,10
5111,9
5112,9
5113,6
5114,4
5115,4
5116,2
5117,8
5118,4
5119,4
5120,4
5121,2
5122,8
5123,5
5124,4
5125,7
5126,6
5127,2
5128,4
5129,2
5130,9
5131,8
5132,2
5133,7
5134,8
5135,9
5136,4
5137,6
5138,9
5139,4
5140,7
5141,0
5142,9
5143,7
5144,4
5145,9
5146,8
5147,6
5148,4
5149,9
5150,5
5151,6
5152,4
5153,3
5154,6
5155,2
5156,7
5157,4
5158,4
5159,9
5160,7
5161,8
5162,9
5163,4
5164,4
5165,4
5166,5
5167,0
5168,4
5169,9
5170,7
5171,1
5172,9
5173,5
5174,6
5175,8
5176,10
5177,7
5178,8
5179,9
5180,2
5181,9
5182,0
5183,4
5184,6
5185,6
5186,8
5187,6
5188,4
5189,0
5190,5
5191,0
5192,2
5193,8
5194,3
5195,4
5196,4
5197,9
5198,0
5199,4
5200,4
5201,4
5202,0
5203,2
5204,7
5205,5
5206,2
5207,7
5208,4
5209,6
5210,4
5211,4
5212,8
5213,2
5214,5
5215,9
5216,7
5217,6
5218,4
5219,4
5220,8
5221,9
5222,9
5223,2
5224,3
5225,4
5226,4
5227,9
5228,9
5229,4
5230,6
5231,4
5232,0
5233,8
5234,8
5235,4
5236,2
5237,5
5238,5
5239,4
5240,5
5241,4
5242,9
5243,0
5244,6
5245,9
5246,9
5247,9
5248,2
5249,4
5250,4
5251,0
5252,8
5253,8
5254,7
5255,3
5256,8
5257,3
5258,2
5259,6
5260,2
5261,3
5262,5
5263,9
5264,4
5265,7
5266,6
5267,5
5268,5
5269,8
5270,6
5271,8
5272,0
5273,6
5274,6
5275,8
5276,2
5277,5
5278,5
5279,2
5280,0
5281,5
5282,2
5283,2
5284,6
5285,5
5286,8
5287,4
5288,9
5289,2
5290,4
5291,9
5292,5
5293,8
5294,7
5295,8
5296,2
5297,4
5298,5
5299,4
5300,9
5301,5
5302,6
5303,9
5304,2
5305,9
5306,9
5307,8
5308,4
5309,10
5310,3
5311,8
5312,7
5313,4
5314,4
5315,3
5316,5
5317,4
5318,5
5319,2
5320,6
5321,6
5322,9
5323,6
5324,6
5325,2
5326,4
5327,6
5328,4
5329,2
5330,4
5331,4
5332,4
5333,9
5334,0
5335,6
5336,4
5337,2
5338,4
5339,9
5340,5
5341,2
5342,8
5343,2
5344,4
5345,4
5346,4
5347,6
5348,2
5349,10
5350,4
5351,4
5352,8
5353,6
5354,4
5355,9
5356,4
5357,0
5358,10
5359,4
5360,8
5361,4
5362,7
5363,4
5364,4
5365,9
5366,0
5367,8
5368,8
5369,9
5370,8
5371,9
5372,4
5373,4
5374,2
5375,6
5376,8
5377,4
5378,5
5379,6
5380,4
5381,6
5382,6
5383,10
5384,4
5385,5
5386,0
5387,9
5388,4
5389,6
5390,8
5391,3
5392,8
5393,8
5394,5
5395,7
5396,7
5397,8
5398,0
5399,4
5400,4
5401,7
5402,6
5403,7
5404,4
5405,5
5406,4
5407,2
5408,2
5409,6
5410,2
5411,2
5412,5
5413,7
5414,2
5415,6
5416,6
5417,5
5418,2
5419,4
5420,4
5421,9
5422,9
5423,7
5424,0
5425,2
5426,9
5427,4
5428,5
5429,7
5430,4
5431,9
5432,2
5433,0
5434,2
5435,2
5436,9
5437,4
5438,9
5439,4
5440,10
5441,0
5442,8
5443,7
5444,6
5445,9
5446,7
5447,4
5448,4
5449,2
5450,9
5451,4
5452,5
5453,1
5454,6
5455,10
5456,2
5457,9
5458,5
5459,9
5460,1
5461,6
5462,2
5463,0
5464,6
5465,4
5466,4
5467,9
5468,6
5469,9
5470,6
5471,4
5472,0
5473,0
5474,4
5475,8
5476,5
5477,6
5478,2
5479,9
5480,8
5481,9
5482,9
5483,9
5484,9
5485,4
5486,9
5487,2
5488,4
5489,4
5490,2
5491,4
5492,8
5493,0
5494,4
5495,4
5496,3
5497,2
5498,0
5499,4
5500,2
5501,6
5502,9
5503,6
5504,4
5505,2
5506,3
5507,8
5508,4
5509,6
5510,4
5511,9
5512,4
5513,4
5514,4
5515,4
5516,9
5517,4
5518,4
5519,4
5520,3
5521,4
5522,9
5523,4
5524,8
5525,4
5526,4
5527,4
5528,4
5529,4
5530,3
5531,4
5532,4
5533,6
5534,4
5535,4
5536,4
5537,2
5538,4
5539,2
5540,4
5541,5
5542,8
5543,2
5544,0
5545,4
5546,2
5547,8
5548,8
5549,9
5550,4
5551,6
5552,9
5553,9
5554,6
5555,5
5556,4
5557,9
5558,6
5559,2
5560,4
5561,6
5562,8
5563,5
5564,4
5565,7
5566,0
5567,4
5568,6
5569,0
5570,4
5571,5
5572,0
5573,6
5574,8
5575,8
5576,10
5577,4
5578,6
5579,6
5580,4
5581,2
5582,9
5583,8
5584,7
5585,9
5586,9
5587,4
5588,1
5589,4
5590,4
5591,7
5592,0
5593,6
5594,3
5595,2
5596,8
5597,4
5598,5
5599,8
5600,9
5601,7
5602,9
5603,4
5604,0
5605,4
5606,4
5607,6
5608,6
5609,8
5610,8
5611,4
5612,6
5613,6
5614,8
5615,0
5616,4
5617,9
5618,1
5619,5
5620,6
5621,6
5622,4
5623,6
5624,7
5625,4
5626,0
5627,4
5628,6
5629,4
5630,2
5631,5
5632,5
5633,4
5634,4
5635,6
5636,4
5637,6
5638,2
5639,4
5640,4
5641,9
5642,9
5643,6
5644,2
5645,4
5646,4
5647,0
5648,6
5649,5
5650,9
5651,0
5652,5
5653,9
5654,7
5655,4
5656,2
5657,0
5658,5
5659,9
5660,9
5661,9
5662,5
5663,4
5664,2
5665,2
5666,8
5667,8
5668,7
5669,6
5670,8
5671,10
5672,9
5673,7
5674,9
5675,9
5676,9
5677,4
5678,6
5679,9
5680,6
5681,6
5682,4
5683,9
5684,10
5685,9
5686,0
5687,6
5688,4
5689,2
5690,4
5691,4
5692,2
5693,4
5694,8
5695,4
5696,9
5697,5
5698,9
5699,8
5700,5
5701,6
5702,4
5703,4
5704,0
5705,5
5706,2
5707,9
5708,0
5709,8
5710,9
5711,9
5712,4
5713,5
5714,9
5715,4
5716,6
5717,9
5718,9
5719,6
5720,2
5721,2
5722,5
5723,2
5724,2
5725,9
5726,5
5727,6
5728,2
5729,9
5730,4
5731,10
5732,2
5733,2
5734,6
5735,5
5736,4
5737,2
5738,2
5739,2
5740,2
5741,9
5742,2
5743,2
5744,4
5745,5
5746,6
5747,9
5748,4
5749,4
5750,9
5751,5
5752,8
5753,9
5754,9
5755,6
5756,5
5757,4
5758,5
5759,9
5760,8
5761,9
5762,9
5763,6
5764,0
5765,8
5766,8
5767,2
5768,2
5769,4
5770,4
5771,0
5772,9
5773,4
5774,6
5775,2
5776,2
5777,0
5778,2
5779,4
5780,4
5781,4
5782,1
5783,4
5784,4
5785,0
5786,9
5787,5
